,Unnamed: 0,openTime,closeTime,open,high,low,close,baseVolume,quoteVolume,numTrades,takerBuyBaseVolume,takerBuyQuoteVolume
121,121,2024-02-01 10:05:00+00:00,2024-02-01 10:09:59.999000+00:00,42113.1,42158.1,42100.0,42143.6,549.439,23146348.10417,6522,348.588,14686895.5676
122,122,2024-02-01 10:10:00+00:00,2024-02-01 10:14:59.999000+00:00,42143.5,42207.9,42143.5,42207.9,395.765,16694847.7323,5231,281.813,11887850.3485
123,123,2024-02-01 10:15:00+00:00,2024-02-01 10:19:59.999000+00:00,42208.1,42250.0,42192.3,42248.6,792.789,33477599.5986,8691,533.176,22515184.1859
124,124,2024-02-01 10:20:00+00:00,2024-02-01 10:24:59.999000+00:00,42248.5,42290.0,42235.7,42283.4,801.758,33886468.7758,8494,455.751,19261678.0588
125,125,2024-02-01 10:25:00+00:00,2024-02-01 10:29:59.999000+00:00,42283.5,42323.6,42248.5,42251.5,1404.539,59407824.83,15171,842.38,35635619.9252
126,126,2024-02-01 10:30:00+00:00,2024-02-01 10:34:59.999000+00:00,42251.5,42275.1,42201.0,42206.8,493.851,20855824.4118,6931,168.759,7127538.1144
127,127,2024-02-01 10:35:00+00:00,2024-02-01 10:39:59.999000+00:00,42206.8,42234.9,42185.3,42191.1,612.528,25854194.052,6594,296.606,12520094.9857
128,128,2024-02-01 10:40:00+00:00,2024-02-01 10:44:59.999000+00:00,42191.1,42218.3,42185.6,42185.7,326.021,13758192.824,5002,200.904,8478538.1688
129,129,2024-02-01 10:45:00+00:00,2024-02-01 10:49:59.999000+00:00,42185.6,42200.6,42168.0,42186.1,573.371,24187094.3427,7217,274.675,11586754.4225
130,130,2024-02-01 10:50:00+00:00,2024-02-01 10:54:59.999000+00:00,42186.0,42238.3,42180.3,42235.2,249.844,10545347.4832,5088,171.273,7229313.9267
131,131,2024-02-01 10:55:00+00:00,2024-02-01 10:59:59.999000+00:00,42235.1,42239.2,42200.0,42214.1,219.017,9246580.6032,3438,107.585,4541930.698
132,132,2024-02-01 11:00:00+00:00,2024-02-01 11:04:59.999000+00:00,42214.1,42235.5,42188.2,42221.1,361.098,15241472.6585,5054,140.348,5924238.4754
133,133,2024-02-01 11:05:00+00:00,2024-02-01 11:09:59.999000+00:00,42221.0,42233.4,42196.1,42208.7,232.844,9830006.9713,3459,114.661,4840212.2943
134,134,2024-02-01 11:10:00+00:00,2024-02-01 11:14:59.999000+00:00,42207.4,42267.9,42207.3,42241.9,445.946,18838973.383,6084,257.386,10873017.202
135,135,2024-02-01 11:15:00+00:00,2024-02-01 11:19:59.999000+00:00,42241.9,42264.4,42225.5,42242.6,302.407,12773218.4191,5255,172.787,7298203.6831
136,136,2024-02-01 11:20:00+00:00,2024-02-01 11:24:59.999000+00:00,42242.7,42250.0,42196.0,42199.4,315.255,13308351.9487,4333,144.714,6109263.5996
137,137,2024-02-01 11:25:00+00:00,2024-02-01 11:29:59.999000+00:00,42199.4,42230.0,42196.9,42220.8,197.412,8332636.0513,3376,79.484,3354910.7729
138,138,2024-02-01 11:30:00+00:00,2024-02-01 11:34:59.999000+00:00,42220.7,42280.0,42200.5,42228.1,454.52,19200405.4303,6991,322.382,13618897.895
139,139,2024-02-01 11:35:00+00:00,2024-02-01 11:39:59.999000+00:00,42228.2,42292.8,42228.1,42257.6,354.693,14992491.3244,4846,198.641,8396529.2633
140,140,2024-02-01 11:40:00+00:00,2024-02-01 11:44:59.999000+00:00,42257.6,42259.8,42201.1,42249.9,350.788,14816055.9914,5529,128.271,5417946.3196
141,141,2024-02-01 11:45:00+00:00,2024-02-01 11:49:59.999000+00:00,42249.9,42250.0,42129.7,42134.0,988.212,41674796.8915,11237,301.315,12706076.4863
142,142,2024-02-01 11:50:00+00:00,2024-02-01 11:54:59.999000+00:00,42134.0,42152.0,42080.3,42121.5,1754.693,73900372.03867,18483,899.411,37877986.2279
143,143,2024-02-01 11:55:00+00:00,2024-02-01 11:59:59.999000+00:00,42121.5,42148.6,42028.8,42075.9,1769.222,74436200.0856,18425,733.246,30850691.4356
144,144,2024-02-01 12:00:00+00:00,2024-02-01 12:04:59.999000+00:00,42075.8,42100.8,42054.6,42087.2,658.202,27696200.9666,9933,303.909,12788694.2531
145,145,2024-02-01 12:05:00+00:00,2024-02-01 12:09:59.999000+00:00,42087.2,42099.4,41926.3,41960.6,4387.544,184214462.1026,30262,1593.447,66898269.4135
146,146,2024-02-01 12:10:00+00:00,2024-02-01 12:14:59.999000+00:00,41960.7,42173.6,41960.6,42162.1,2533.885,106669689.48597,23594,1708.021,71901240.97027
147,147,2024-02-01 12:15:00+00:00,2024-02-01 12:19:59.999000+00:00,42162.0,42167.9,42100.0,42137.4,830.458,34992616.1834,11324,411.335,17331945.3487
148,148,2024-02-01 12:20:00+00:00,2024-02-01 12:24:59.999000+00:00,42137.4,42149.4,42092.0,42105.6,404.459,17035973.7192,6813,160.465,6759179.524
149,149,2024-02-01 12:25:00+00:00,2024-02-01 12:29:59.999000+00:00,42105.8,42199.9,42105.7,42199.9,782.287,32979646.94564,9564,485.296,20460800.26184
150,150,2024-02-01 12:30:00+00:00,2024-02-01 12:34:59.999000+00:00,42199.9,42202.5,42121.2,42130.0,721.409,30424050.6374,10022,302.119,12743223.3994
151,151,2024-02-01 12:35:00+00:00,2024-02-01 12:39:59.999000+00:00,42130.0,42216.1,42108.6,42174.1,803.757,33899011.761,10900,496.798,20952721.2517
152,152,2024-02-01 12:40:00+00:00,2024-02-01 12:44:59.999000+00:00,42174.0,42191.9,42153.8,42178.3,289.342,12203594.86,4906,153.389,6469365.8767
153,153,2024-02-01 12:45:00+00:00,2024-02-01 12:49:59.999000+00:00,42178.3,42229.9,42111.7,42124.1,759.911,32046902.8363,10384,313.101,13209783.0625
154,154,2024-02-01 12:50:00+00:00,2024-02-01 12:54:59.999000+00:00,42124.1,42152.6,42094.1,42152.3,675.685,28465374.46907,9625,220.538,9291822.3602
155,155,2024-02-01 12:55:00+00:00,2024-02-01 12:59:59.999000+00:00,42152.3,42161.6,42118.8,42134.0,389.077,16394996.4871,5467,162.66,6854124.4452
156,156,2024-02-01 13:00:00+00:00,2024-02-01 13:04:59.999000+00:00,42133.9,42136.0,42058.3,42063.3,786.569,33108628.0189,8928,265.594,11179604.0839
157,157,2024-02-01 13:05:00+00:00,2024-02-01 13:09:59.999000+00:00,42063.3,42081.7,42024.0,42075.7,773.976,32549798.9174,10646,393.017,16529355.3459
158,158,2024-02-01 13:10:00+00:00,2024-02-01 13:14:59.999000+00:00,42075.7,42082.6,41968.0,42006.9,1672.448,70270359.04854,14597,498.509,20943281.5188
159,159,2024-02-01 13:15:00+00:00,2024-02-01 13:19:59.999000+00:00,42006.9,42041.9,41964.0,42039.2,849.77,35694680.9888,11096,458.46,19260398.8125
160,160,2024-02-01 13:20:00+00:00,2024-02-01 13:24:59.999000+00:00,42039.2,42128.7,42031.2,42111.7,1176.312,49514885.80677,11090,784.76,33031489.46347
